Index,Gene
15276,SOX12
15277,SOX13
15278,SOX14
15279,SOX15
15280,SOX17
15281,SOX18
15282,SOX2
15283,SOX21
15284,SOX3
15285,SOX30
15286,SOX4
15287,SOX5
15288,SOX6
15289,SOX7
15290,SOX8
15291,SOX9
15292,SP1
15293,SP100
15294,SP110
15295,SP140
15296,SP140L
15297,SP2
15298,SP3
15299,SP4
15300,SP5
15301,SP6
15302,SP7
15303,SP8
15304,SP9
15305,SPA17
15306,SPACA1
15307,SPACA3
15308,SPACA4
15309,SPACA5
15310,SPACA5B
15311,SPACA7
15312,SPAG1
15313,SPAG11A
15314,SPAG11B
15315,SPAG16
15316,SPAG17
15317,SPAG4
15318,SPAG5
15319,SPAG6
15320,SPAG7
15321,SPAG8
15322,SPAG9
15323,SPAM1
15324,SPANXA1
15325,SPANXA2
15326,SPANXB2
15327,SPANXC
15328,SPANXD
15329,SPANXN1
15330,SPANXN2
15331,SPANXN3
15332,SPANXN4
15333,SPANXN5
15334,SPARC
15335,SPARCL1
15336,SPAST
15337,SPATA12
15338,SPATA13
15339,SPATA16
15340,SPATA17
15341,SPATA18
15342,SPATA19
15343,SPATA2
15344,SPATA20
15345,SPATA21
15346,SPATA22
15347,SPATA24
15348,SPATA25
15349,SPATA2L
15350,SPATA3
15351,SPATA31A1
15352,SPATA31A3
15353,SPATA31A5
15354,SPATA31A6
15355,SPATA31A7
15356,SPATA31D1
15357,SPATA31E1
15358,SPATA32
15359,SPATA33
15360,SPATA4
15361,SPATA45
15362,SPATA5
15363,SPATA5L1
15364,SPATA6
15365,SPATA6L
15366,SPATA7
15367,SPATA8
15368,SPATA9
15369,SPATC1
15370,SPATC1L
15371,SPATS1
15372,SPATS2
15373,SPATS2L
15374,SPC24
15375,SPC25
15376,SPCS1
15377,SPCS2
15378,SPCS3
15379,SPDEF
15380,SPDL1
15381,SPDYA
15382,SPDYC
15383,SPDYE1
15384,SPDYE2
15385,SPDYE2B
15386,SPDYE3
15387,SPDYE4
15388,SPDYE5
15389,SPDYE6
15390,SPECC1
15391,SPECC1L
15392,SPECC1L-ADORA2A
15393,SPEF1
15394,SPEF2
15395,SPEG
15396,SPEM1
15397,SPEN
15398,SPERT
15399,SPESP1
15400,SPG11
15401,SPG20
15402,SPG21
15403,SPG7
15404,SPHAR
15405,SPHK1
15406,SPHK2
15407,SPHKAP
15408,SPI1
15409,SPIB
15410,SPIC
15411,SPICE1
15412,SPIDR
15413,SPIN1
15414,SPIN2A
15415,SPIN2B
15416,SPIN3
15417,SPIN4
15418,SPINK1
15419,SPINK13
15420,SPINK14
15421,SPINK2
15422,SPINK4
15423,SPINK5
15424,SPINK6
15425,SPINK7
15426,SPINK8
15427,SPINK9
15428,SPINT1
15429,SPINT2
15430,SPINT3
15431,SPINT4
15432,SPIRE1
15433,SPIRE2
15434,SPN
15435,SPNS1
15436,SPNS2
15437,SPNS3
15438,SPO11
15439,SPOCD1
15440,SPOCK1
15441,SPOCK2
15442,SPOCK3
15443,SPON1
15444,SPON2
15445,SPOP
15446,SPOPL
15447,SPP1
15448,SPP2
15449,SPPL2A
15450,SPPL2B
15451,SPPL2C
15452,SPPL3
15453,SPR
15454,SPRED1
15455,SPRED2
15456,SPRED3
15457,SPRN
15458,SPRR1A
15459,SPRR1B
15460,SPRR2A
15461,SPRR2B
15462,SPRR2D
15463,SPRR2E
15464,SPRR2F
15465,SPRR2G
15466,SPRR3
15467,SPRR4
15468,SPRTN
15469,SPRY1
15470,SPRY2
15471,SPRY3
15472,SPRY4
15473,SPRYD3
15474,SPRYD4
15475,SPRYD7
15476,SPSB1
15477,SPSB2
15478,SPSB3
15479,SPSB4
15480,SPTA1
15481,SPTAN1
15482,SPTB
15483,SPTBN1
15484,SPTBN2
15485,SPTBN4
15486,SPTBN5
15487,SPTLC1
15488,SPTLC2
15489,SPTLC3
15490,SPTSSA
15491,SPTSSB
15492,SPTY2D1
15493,SPX
15494,SPZ1
15495,SQLE
15496,SQRDL
15497,SQSTM1
15498,SRA1
15499,SRBD1
15500,SRC
15501,SRCAP
15502,SRCIN1
15503,SRD5A1
15504,SRD5A2
15505,SRD5A3
15506,SREBF1
15507,SREBF2
15508,SREK1
15509,SREK1IP1
15510,SRF
15511,SRFBP1
15512,SRGAP1
15513,SRGAP2
15514,SRGAP2B
15515,SRGAP2C
15516,SRGAP3
15517,SRGN
15518,SRI
15519,SRL
15520,SRM
15521,SRMS
15522,SRP14
15523,SRP19
15524,SRP54
15525,SRP68
15526,SRP72
15527,SRP9
15528,SRPK1
15529,SRPK2
15530,SRPK3
15531,SRPR
15532,SRPRB
15533,SRPX
15534,SRPX2
15535,SRR
15536,SRRD
15537,SRRM1
15538,SRRM2
15539,SRRM3
15540,SRRM4
15541,SRRM5
15542,SRRT
15543,SRSF1
15544,SRSF10
15545,SRSF11
15546,SRSF12
15547,SRSF2
15548,SRSF3
15549,SRSF4
15550,SRSF5
15551,SRSF6
15552,SRSF7
15553,SRSF8
15554,SRSF9
15555,SRXN1
15556,SRY
15557,SS18
15558,SS18L1
15559,SS18L2
15560,SSB
15561,SSBP1
15562,SSBP2
15563,SSBP3
15564,SSBP4
15565,SSC4D
15566,SSC5D
15567,SSFA2
15568,SSH1
15569,SSH2
15570,SSH3
15571,SSMEM1
15572,SSNA1
15573,SSPN
15574,SSR1
15575,SSR2
15576,SSR3
15577,SSR4
15578,SSRP1
15579,SSSCA1
15580,SST
15581,SSTR1
15582,SSTR2
15583,SSTR3
15584,SSTR4
15585,SSTR5
15586,SSU72
15587,SSUH2
15588,SSX1
15589,SSX2
15590,SSX2B
15591,SSX2IP
15592,SSX3
15593,SSX4
15594,SSX4B
15595,SSX5
15596,SSX7
15597,ST13
15598,ST14
15599,ST18
15600,ST20
15601,ST20-MTHFS
15602,ST3GAL1
15603,ST3GAL2
15604,ST3GAL3
15605,ST3GAL4
15606,ST3GAL5
15607,ST3GAL6
15608,ST5
15609,ST6GAL1
15610,ST6GAL2
15611,ST6GALNAC1
15612,ST6GALNAC2
15613,ST6GALNAC3
15614,ST6GALNAC4
15615,ST6GALNAC5
15616,ST6GALNAC6
15617,ST7
15618,ST7L
15619,ST8SIA1
15620,ST8SIA2
15621,ST8SIA3
15622,ST8SIA4
15623,ST8SIA5
15624,ST8SIA6
15625,STAB1
15626,STAB2
15627,STAC
15628,STAC2
15629,STAC3
15630,STAG1
15631,STAG2
15632,STAG3
15633,STAG3L5P-PVRIG2P-PILRB
15634,STAM
15635,STAM2
15636,STAMBP
15637,STAMBPL1
15638,STAP1
15639,STAP2
15640,STAR
15641,STARD10
15642,STARD13
15643,STARD3
15644,STARD3NL
15645,STARD4
15646,STARD5
15647,STARD6
15648,STARD7
15649,STARD8
15650,STARD9
15651,STAT1
15652,STAT2
15653,STAT3
15654,STAT4
15655,STAT5A
15656,STAT5B
15657,STAT6
15658,STATH
15659,STAU1
15660,STAU2
15661,STC1
15662,STC2
15663,STEAP1
15664,STEAP1B
15665,STEAP2
15666,STEAP3
15667,STEAP4
15668,STH
15669,STIL
15670,STIM1
15671,STIM2
15672,STIP1
15673,STK10
15674,STK11
15675,STK11IP
15676,STK16
15677,STK17A
15678,STK17B
15679,STK19
15680,STK24
15681,STK25
15682,STK3
15683,STK31
15684,STK32A
15685,STK32B
15686,STK32C
15687,STK33
15688,STK35
15689,STK36
15690,STK38
15691,STK38L
15692,STK39
15693,STK4
15694,STK40
15695,STKLD1
15696,STMN1
15697,STMN2
15698,STMN4
15699,STMND1
15700,STOM
15701,STOML1
15702,STOML2
15703,STOML3
15704,STON1
15705,STON1-GTF2A1L
15706,STON2
15707,STOX1
15708,STOX2
15709,STPG1
15710,STPG2
15711,STRA13
15712,STRA6
15713,STRA8
15714,STRADA
15715,STRADB
15716,STRAP
15717,STRBP
15718,STRC
15719,STRIP1
15720,STRIP2
15721,STRN
15722,STRN3
15723,STRN4
15724,STS
15725,STT3A
15726,STT3B
15727,STUB1
15728,STX10
15729,STX11
15730,STX12
15731,STX16
15732,STX16-NPEPL1
15733,STX17
15734,STX18
15735,STX19
15736,STX1A
15737,STX1B
15738,STX2
15739,STX3
15740,STX4
15741,STX5
15742,STX6
15743,STX7
15744,STX8
15745,STXBP1
15746,STXBP2
15747,STXBP3
15748,STXBP4
15749,STXBP5
15750,STXBP5L
15751,STXBP6
15752,STYK1
15753,STYX
15754,STYXL1
15755,SUB1
15756,SUCLA2
15757,SUCLG1
15758,SUCLG2
15759,SUCNR1
15760,SUCO
15761,SUDS3
15762,SUFU
15763,SUGCT
15764,SUGP1
15765,SUGP2
15766,SUGT1
15767,SULF1
15768,SULF2
15769,SULT1A1
15770,SULT1A2
15771,SULT1A3
15772,SULT1A4
15773,SULT1B1
15774,SULT1C2
15775,SULT1C3
15776,SULT1C4
15777,SULT1E1
15778,SULT2A1
15779,SULT2B1
15780,SULT4A1
15781,SULT6B1
15782,SUMF1
15783,SUMF2
15784,SUMO1
15785,SUMO2
15786,SUMO3
15787,SUMO4
15788,SUN1
15789,SUN2
15790,SUN3
15791,SUN5
15792,SUOX
15793,SUPT16H
15794,SUPT20H
15795,SUPT3H
15796,SUPT4H1
15797,SUPT5H
15798,SUPT6H
15799,SUPT7L
15800,SUPV3L1
15801,SURF1
15802,SURF2
15803,SURF4
15804,SURF6
15805,SUSD1
15806,SUSD2
15807,SUSD3
15808,SUSD4
15809,SUSD5
15810,SUV39H1
15811,SUV39H2
15812,SUV420H1
15813,SUV420H2
15814,SUZ12
15815,SV2A
15816,SV2B
15817,SV2C
15818,SVEP1
15819,SVIL
15820,SVIP
15821,SVOP
15822,SVOPL
15823,SWAP70
15824,SWI5
15825,SWSAP1
15826,SWT1
15827,SYAP1
15828,SYBU
15829,SYCE1
15830,SYCE1L
15831,SYCE2
15832,SYCE3
15833,SYCN
15834,SYCP1
15835,SYCP2
15836,SYCP2L
15837,SYCP3
15838,SYDE1
15839,SYDE2
15840,SYF2
15841,SYK
15842,SYMPK
15843,SYN1
15844,SYN2
15845,SYN3
15846,SYNC
15847,SYNCRIP
15848,SYNDIG1
15849,SYNDIG1L
15850,SYNE1
15851,SYNE2
15852,SYNE3
15853,SYNE4
15854,SYNGAP1
15855,SYNGR1
15856,SYNGR2
15857,SYNGR3
15858,SYNGR4
15859,SYNJ1
15860,SYNJ2
15861,SYNJ2BP
15862,SYNJ2BP-COX16
15863,SYNM
15864,SYNPO
15865,SYNPO2
15866,SYNPO2L
15867,SYNPR
15868,SYNRG
15869,SYP
15870,SYPL1
15871,SYPL2
15872,SYS1
15873,SYS1-DBNDD2
15874,SYT1
15875,SYT10
15876,SYT11
15877,SYT12
15878,SYT13
15879,SYT14
15880,SYT15
15881,SYT16
15882,SYT17
15883,SYT2
15884,SYT3
15885,SYT4
15886,SYT5
15887,SYT6
15888,SYT7
15889,SYT8
15890,SYT9
15891,SYTL1
15892,SYTL2
15893,SYTL3
15894,SYTL4
15895,SYTL5
15896,SYVN1
15897,SZRD1
15898,SZT2
15899,T
15900,TAAR1
15901,TAAR2
15902,TAAR5
15903,TAAR6
15904,TAAR8
15905,TAAR9
15906,TAB1
15907,TAB2
15908,TAB3
15909,TAC1
15910,TAC3
15911,TAC4
15912,TACC1
15913,TACC2
15914,TACC3
15915,TACO1
15916,TACR1
15917,TACR2
15918,TACR3
15919,TACSTD2
15920,TADA1
15921,TADA2A
15922,TADA2B
15923,TADA3
15924,TAF1
15925,TAF10
15926,TAF11
15927,TAF12
15928,TAF13
15929,TAF15
15930,TAF1A
15931,TAF1B
15932,TAF1C
15933,TAF1D
15934,TAF1L
15935,TAF2
15936,TAF3
15937,TAF4
15938,TAF4B
15939,TAF5
15940,TAF5L
15941,TAF6
15942,TAF6L
15943,TAF7
15944,TAF7L
15945,TAF8
15946,TAF9
15947,TAF9B
15948,TAGAP
15949,TAGLN
15950,TAGLN2
15951,TAGLN3
15952,TAL1
15953,TAL2
15954,TALDO1
15955,TAMM41
15956,TANC1
15957,TANC2
15958,TANGO2
15959,TANGO6
15960,TANK
15961,TAOK1
15962,TAOK2
15963,TAOK3
15964,TAP1
15965,TAP2
15966,TAPBP
15967,TAPBPL
15968,TAPT1
15969,TARBP1
15970,TARBP2
15971,TARDBP
15972,TARM1
15973,TARS
15974,TARS2
15975,TARSL2
15976,TAS1R1
15977,TAS1R2
15978,TAS1R3
15979,TAS2R1
15980,TAS2R10
15981,TAS2R13
15982,TAS2R14
15983,TAS2R16
15984,TAS2R19
15985,TAS2R20
15986,TAS2R3
15987,TAS2R30
15988,TAS2R31
15989,TAS2R38
15990,TAS2R39
15991,TAS2R4
15992,TAS2R40
15993,TAS2R41
15994,TAS2R42
15995,TAS2R43
15996,TAS2R46
15997,TAS2R5
15998,TAS2R50
15999,TAS2R60
16000,TAS2R7
16001,TAS2R8
16002,TAS2R9
16003,TASP1
16004,TAT
16005,TATDN1
16006,TATDN2
16007,TATDN3
16008,TAX1BP1
16009,TAX1BP3
16010,TAZ
16011,TBATA
16012,TBC1D1
16013,TBC1D10A
16014,TBC1D10B
16015,TBC1D10C
16016,TBC1D12
16017,TBC1D13
16018,TBC1D14
16019,TBC1D15
16020,TBC1D16
16021,TBC1D17
16022,TBC1D19
16023,TBC1D2
16024,TBC1D20
16025,TBC1D21
16026,TBC1D22A
16027,TBC1D22B
16028,TBC1D23
16029,TBC1D24
16030,TBC1D25
16031,TBC1D26
16032,TBC1D28
16033,TBC1D29
16034,TBC1D2B
16035,TBC1D3
16036,TBC1D30
16037,TBC1D31
16038,TBC1D32
16039,TBC1D3B
16040,TBC1D3C
16041,TBC1D3F
16042,TBC1D3G
16043,TBC1D3H
16044,TBC1D4
16045,TBC1D5
16046,TBC1D7
16047,TBC1D8
16048,TBC1D8B
16049,TBC1D9
16050,TBC1D9B
16051,TBCA
16052,TBCB
16053,TBCC
16054,TBCCD1
16055,TBCD
16056,TBCE
16057,TBCEL
16058,TBCK
16059,TBK1
16060,TBKBP1
16061,TBL1X
16062,TBL1XR1
16063,TBL1Y
16064,TBL2
16065,TBL3
16066,TBP
16067,TBPL1
16068,TBPL2
16069,TBR1
16070,TBRG1
16071,TBRG4
16072,TBX1
16073,TBX10
16074,TBX15
16075,TBX18
16076,TBX19
16077,TBX2
16078,TBX20
16079,TBX21
16080,TBX22
16081,TBX3
16082,TBX4
16083,TBX5
16084,TBX6
16085,TBXA2R
16086,TBXAS1
16087,TC2N
16088,TCAIM
16089,TCAP
16090,TCEA1
16091,TCEA2
16092,TCEA3
16093,TCEAL1
16094,TCEAL2
16095,TCEAL3
16096,TCEAL4
16097,TCEAL5
16098,TCEAL6
16099,TCEAL7
16100,TCEAL8
16101,TCEANC
16102,TCEANC2
16103,TCEB1
16104,TCEB2
16105,TCEB3
16106,TCEB3B
16107,TCEB3C
16108,TCEB3CL
16109,TCEB3CL2
16110,TCERG1
16111,TCERG1L
16112,TCF12
16113,TCF15
16114,TCF19
16115,TCF20
16116,TCF21
16117,TCF23
16118,TCF24
16119,TCF25
16120,TCF3
16121,TCF4
16122,TCF7
16123,TCF7L1
16124,TCF7L2
16125,TCFL5
16126,TCHH
16127,TCHHL1
16128,TCHP
16129,TCIRG1
16130,TCL1A
16131,TCL1B
16132,TCN1
16133,TCN2
16134,TCOF1
16135,TCP1
16136,TCP10
16137,TCP10L
16138,TCP10L2
16139,TCP11
16140,TCP11L1
16141,TCP11L2
16142,TCP11X2
16143,TCTA
16144,TCTE1
16145,TCTE3
16146,TCTEX1D1
16147,TCTEX1D2
16148,TCTEX1D4
16149,TCTN1
16150,TCTN2
16151,TCTN3
16152,TDG
16153,TDGF1
16154,TDO2
16155,TDP1
16156,TDP2
16157,TDRD1
16158,TDRD10
16159,TDRD12
16160,TDRD15
16161,TDRD3
16162,TDRD5
16163,TDRD6
16164,TDRD7
16165,TDRD9
16166,TDRKH
16167,TDRP
16168,TEAD1
16169,TEAD2
16170,TEAD3
16171,TEAD4
16172,TEC
16173,TECPR1
16174,TECPR2
16175,TECR
16176,TECRL
16177,TECTA
16178,TECTB
16179,TEDDM1
16180,TEF
16181,TEFM
16182,TEK
16183,TEKT1
16184,TEKT2
16185,TEKT3
16186,TEKT4
16187,TEKT5
16188,TELO2
16189,TEN1
16190,TEN1-CDK3
16191,TENM1
16192,TENM2
16193,TENM3
16194,TENM4
16195,TEP1
16196,TEPP
16197,TERF1
16198,TERF2
16199,TERF2IP
16200,TERT
16201,TES
16202,TESC
16203,TESK1
16204,TESK2
16205,TESPA1
16206,TET1
16207,TET2
16208,TET3
16209,TEX10
16210,TEX101
16211,TEX11
16212,TEX12
16213,TEX13A
16214,TEX13B
16215,TEX14
16216,TEX15
16217,TEX19
16218,TEX2
16219,TEX22
16220,TEX26
16221,TEX261
16222,TEX264
16223,TEX28
16224,TEX29
16225,TEX30
16226,TEX33
16227,TEX35
16228,TEX36
16229,TEX37
16230,TEX38
16231,TEX40
16232,TEX43
16233,TEX9
16234,TF
16235,TFAM
16236,TFAP2A
16237,TFAP2B
16238,TFAP2C
16239,TFAP2D
16240,TFAP2E
16241,TFAP4
16242,TFB1M
16243,TFB2M
16244,TFCP2
16245,TFCP2L1
16246,TFDP1
16247,TFDP2
16248,TFDP3
16249,TFE3
16250,TFEB
16251,TFEC
16252,TFF1
16253,TFF2
16254,TFF3
16255,TFG
16256,TFIP11
16257,TFPI
16258,TFPI2
16259,TFPT
16260,TFR2
16261,TFRC
16262,TG
16263,TGDS
16264,TGFA
16265,TGFB1
16266,TGFB1I1
16267,TGFB2
16268,TGFB3
16269,TGFBI
16270,TGFBR1
16271,TGFBR2
16272,TGFBR3
16273,TGFBR3L
16274,TGFBRAP1
16275,TGIF1
16276,TGIF2
16277,TGIF2-C20ORF24
16278,TGIF2LX
16279,TGIF2LY
16280,TGM1
16281,TGM2
16282,TGM3
16283,TGM4
16284,TGM5
16285,TGM6
16286,TGM7
16287,TGOLN2
16288,TGS1
16289,TH
16290,THADA
16291,THAP1
16292,THAP10
16293,THAP11
16294,THAP2
16295,THAP3
16296,THAP4
16297,THAP5
16298,THAP6
16299,THAP7
16300,THAP8
16301,THAP9
16302,THBD
16303,THBS1
16304,THBS2
16305,THBS3
16306,THBS4
16307,THEG
16308,THEGL
16309,THEM4
16310,THEM5
16311,THEM6
16312,THEMIS
16313,THEMIS2
16314,THG1L
16315,THNSL1
16316,THNSL2
16317,THOC1
16318,THOC2
16319,THOC3
16320,THOC5
16321,THOC6
16322,THOC7
16323,THOP1
16324,THPO
16325,THRA
16326,THRAP3
16327,THRB
16328,THRSP
16329,THSD1
16330,THSD4
16331,THSD7A
16332,THSD7B
16333,THTPA
16334,THUMPD1
16335,THUMPD2
16336,THUMPD3
16337,THY1
16338,THYN1
16339,TIA1
16340,TIAF1
16341,TIAL1
16342,TIAM1
16343,TIAM2
16344,TICAM1
16345,TICAM2
16346,TICRR
16347,TIE1
16348,TIFA
16349,TIFAB
16350,TIGD1
16351,TIGD2
16352,TIGD3
16353,TIGD4
16354,TIGD5
16355,TIGD6
16356,TIGD7
16357,TIGIT
16358,TIMD4
16359,TIMELESS
16360,TIMM10
16361,TIMM10B
16362,TIMM13
16363,TIMM17A
16364,TIMM17B
16365,TIMM21
16366,TIMM22
16367,TIMM23
16368,TIMM23B
16369,TIMM44
16370,TIMM50
16371,TIMM8A
16372,TIMM8B
16373,TIMM9
16374,TIMMDC1
16375,TIMP1
16376,TIMP2
16377,TIMP3
16378,TIMP4
16379,TINAG
16380,TINAGL1
16381,TINF2
16382,TIPARP
16383,TIPIN
16384,TIPRL
16385,TIRAP
16386,TISP43
16387,TJAP1
16388,TJP1
16389,TJP2
16390,TJP3
16391,TK1
16392,TK2
16393,TKT
16394,TKTL1
16395,TKTL2
16396,TLCD1
16397,TLCD2
16398,TLDC1
16399,TLDC2
16400,TLE1
16401,TLE2
16402,TLE3
16403,TLE4
16404,TLE6
16405,TLK1
16406,TLK2
16407,TLL1
16408,TLL2
16409,TLN1
16410,TLN2
16411,TLR1
16412,TLR10
16413,TLR2
16414,TLR3
16415,TLR4
16416,TLR5
16417,TLR6
16418,TLR7
16419,TLR8
16420,TLR9
16421,TLX1
16422,TLX1NB
16423,TLX2
16424,TLX3
16425,TM2D1
16426,TM2D2
16427,TM2D3
16428,TM4SF1
16429,TM4SF18
16430,TM4SF19
16431,TM4SF19-TCTEX1D2
16432,TM4SF20
16433,TM4SF4
16434,TM4SF5
16435,TM6SF1
16436,TM6SF2
16437,TM7SF2
16438,TM7SF3
16439,TM9SF1
16440,TM9SF2
16441,TM9SF3
16442,TM9SF4
16443,TMA16
16444,TMA7
16445,TMBIM1
16446,TMBIM4
16447,TMBIM6
16448,TMC1
16449,TMC2
16450,TMC3
16451,TMC4
16452,TMC5
16453,TMC6
16454,TMC7
16455,TMC8
16456,TMCC1
16457,TMCC2
16458,TMCC3
16459,TMCO1
16460,TMCO2
16461,TMCO3
16462,TMCO4
16463,TMCO5A
16464,TMCO6
16465,TMED1
16466,TMED10
16467,TMED2
16468,TMED3
16469,TMED4
16470,TMED5
16471,TMED6
16472,TMED7
16473,TMED7-TICAM2
16474,TMED8
16475,TMED9
16476,TMEFF1
16477,TMEFF2
16478,TMEM100
16479,TMEM101
16480,TMEM102
16481,TMEM104
16482,TMEM105
16483,TMEM106A
16484,TMEM106B
16485,TMEM106C
16486,TMEM107
16487,TMEM108
16488,TMEM109
16489,TMEM11
16490,TMEM110
16491,TMEM110-MUSTN1
16492,TMEM114
16493,TMEM115
16494,TMEM116
16495,TMEM117
16496,TMEM119
16497,TMEM120A
16498,TMEM120B
16499,TMEM121
16500,TMEM123
16501,TMEM125
16502,TMEM126A
16503,TMEM126B
16504,TMEM127
16505,TMEM128
16506,TMEM129
16507,TMEM130
16508,TMEM131
16509,TMEM132A
16510,TMEM132B
16511,TMEM132C
16512,TMEM132D
16513,TMEM132E
16514,TMEM133
16515,TMEM134
16516,TMEM135
16517,TMEM136
16518,TMEM138
16519,TMEM139
16520,TMEM140
16521,TMEM141
16522,TMEM143
16523,TMEM144
16524,TMEM145
16525,TMEM147
16526,TMEM14A
16527,TMEM14B
16528,TMEM14C
16529,TMEM14E
16530,TMEM150A
16531,TMEM150B
16532,TMEM150C
16533,TMEM151A
16534,TMEM151B
16535,TMEM154
16536,TMEM155
16537,TMEM156
16538,TMEM158
16539,TMEM159
16540,TMEM160
16541,TMEM161A
16542,TMEM161B
16543,TMEM163
16544,TMEM164
16545,TMEM165
16546,TMEM167A
16547,TMEM167B
16548,TMEM168
16549,TMEM169
16550,TMEM17
16551,TMEM170A
16552,TMEM170B
16553,TMEM171
16554,TMEM173
16555,TMEM174
16556,TMEM175
16557,TMEM176A
16558,TMEM176B
16559,TMEM177
16560,TMEM178A
16561,TMEM178B
16562,TMEM179
16563,TMEM179B
16564,TMEM18
16565,TMEM180
16566,TMEM181
16567,TMEM182
16568,TMEM183A
16569,TMEM184A
16570,TMEM184B
16571,TMEM184C
16572,TMEM185A
16573,TMEM185B
16574,TMEM186
16575,TMEM187
16576,TMEM189
16577,TMEM189-UBE2V1
16578,TMEM19
16579,TMEM190
16580,TMEM191B
16581,TMEM192
16582,TMEM194A
16583,TMEM194B
16584,TMEM196
16585,TMEM198
16586,TMEM199
16587,TMEM2
16588,TMEM200A
16589,TMEM200B
16590,TMEM200C
16591,TMEM201
16592,TMEM202
16593,TMEM203
16594,TMEM204
16595,TMEM205
16596,TMEM206
16597,TMEM207
16598,TMEM208
16599,TMEM209
16600,TMEM210
16601,TMEM211
16602,TMEM212
16603,TMEM213
16604,TMEM214
16605,TMEM215
16606,TMEM216
16607,TMEM217
16608,TMEM218
16609,TMEM219
16610,TMEM220
16611,TMEM221
16612,TMEM222
16613,TMEM223
16614,TMEM225
16615,TMEM229A
16616,TMEM229B
16617,TMEM230
16618,TMEM231
16619,TMEM232
16620,TMEM233
16621,TMEM234
16622,TMEM235
16623,TMEM236
16624,TMEM237
16625,TMEM238
16626,TMEM239
16627,TMEM240
16628,TMEM241
16629,TMEM242
16630,TMEM243
16631,TMEM244
16632,TMEM245
16633,TMEM246
16634,TMEM247
16635,TMEM248
16636,TMEM249
16637,TMEM25
16638,TMEM251
16639,TMEM252
16640,TMEM253
16641,TMEM254
16642,TMEM255A
16643,TMEM255B
16644,TMEM256
16645,TMEM256-PLSCR3
16646,TMEM257
16647,TMEM258
16648,TMEM259
16649,TMEM26
16650,TMEM260
16651,TMEM261
16652,TMEM262
16653,TMEM263
16654,TMEM27
16655,TMEM30A
16656,TMEM30B
16657,TMEM30C
16658,TMEM31
16659,TMEM33
16660,TMEM35
16661,TMEM37
16662,TMEM38A
16663,TMEM38B
16664,TMEM39A
16665,TMEM39B
16666,TMEM40
16667,TMEM41A
16668,TMEM41B
16669,TMEM42
16670,TMEM43
16671,TMEM44
16672,TMEM45A
16673,TMEM45B
16674,TMEM47
16675,TMEM5
16676,TMEM50A
16677,TMEM50B
16678,TMEM51
16679,TMEM52
16680,TMEM52B
16681,TMEM53
16682,TMEM54
16683,TMEM55A
16684,TMEM55B
16685,TMEM56
16686,TMEM56-RWDD3
16687,TMEM57
16688,TMEM59
16689,TMEM59L
16690,TMEM60
16691,TMEM61
16692,TMEM62
16693,TMEM63A
16694,TMEM63B
16695,TMEM63C
16696,TMEM64
16697,TMEM65
16698,TMEM67
16699,TMEM68
16700,TMEM69
16701,TMEM70
16702,TMEM71
16703,TMEM72
16704,TMEM74
16705,TMEM74B
16706,TMEM78
16707,TMEM79
16708,TMEM80
16709,TMEM81
16710,TMEM82
16711,TMEM86A
16712,TMEM86B
16713,TMEM87A
16714,TMEM87B
16715,TMEM88
16716,TMEM88B
16717,TMEM89
16718,TMEM8A
16719,TMEM8B
16720,TMEM8C
16721,TMEM9
16722,TMEM91
16723,TMEM92
16724,TMEM95
16725,TMEM97
16726,TMEM98
16727,TMEM99
16728,TMEM9B
16729,TMF1
16730,TMIE
16731,TMIGD1
16732,TMIGD2
16733,TMLHE
16734,TMOD1
16735,TMOD2
16736,TMOD3
16737,TMOD4
16738,TMPO
16739,TMPPE
16740,TMPRSS11A
16741,TMPRSS11B
16742,TMPRSS11D
16743,TMPRSS11E
16744,TMPRSS11F
16745,TMPRSS12
16746,TMPRSS13
16747,TMPRSS15
16748,TMPRSS2
16749,TMPRSS3
16750,TMPRSS4
16751,TMPRSS5
16752,TMPRSS6
16753,TMPRSS7
16754,TMPRSS9
16755,TMSB10
16756,TMSB15A
16757,TMSB15B
16758,TMSB4X
16759,TMSB4Y
16760,TMTC1
16761,TMTC2
16762,TMTC3
16763,TMTC4
16764,TMUB1
16765,TMUB2
16766,TMX1
16767,TMX2
16768,TMX2-CTNND1
16769,TMX3
16770,TMX4
16771,TNC
16772,TNF
16773,TNFAIP1
16774,TNFAIP2
16775,TNFAIP3
16776,TNFAIP6
16777,TNFAIP8
16778,TNFAIP8L1
16779,TNFAIP8L2
16780,TNFAIP8L3
16781,TNFRSF10A
16782,TNFRSF10B
16783,TNFRSF10C
16784,TNFRSF10D
16785,TNFRSF11A
16786,TNFRSF11B
16787,TNFRSF12A
16788,TNFRSF13B
16789,TNFRSF13C
16790,TNFRSF14
16791,TNFRSF17
16792,TNFRSF18
16793,TNFRSF19
16794,TNFRSF1A
16795,TNFRSF1B
16796,TNFRSF21
16797,TNFRSF25
16798,TNFRSF4
16799,TNFRSF6B
16800,TNFRSF8
16801,TNFRSF9
16802,TNFSF10
16803,TNFSF11
16804,TNFSF12
16805,TNFSF12-TNFSF13
16806,TNFSF13
16807,TNFSF13B
16808,TNFSF14
16809,TNFSF15
16810,TNFSF18
16811,TNFSF4
16812,TNFSF8
16813,TNFSF9
16814,TNIK
16815,TNIP1
16816,TNIP2
16817,TNIP3
16818,TNK1
16819,TNK2
16820,TNKS
16821,TNKS1BP1
16822,TNKS2
